listing_id,date,num_reviews,reviewers
40570602,2024-11-01,2,"659309154,120130198"
32888358,2025-04-01,3,"10516558,117248391,161168162"
32888358,2025-03-01,1,505995772
40570602,2025-06-01,3,"173313020,54143447,398133126"
32888358,2024-12-01,2,"177341571,73043488"
40570602,2024-09-01,3,"5902761,84233676,322953713"
32888358,2025-07-01,1,1667614
36683442,2024-10-01,2,"382485,2986649"
36683442,2024-11-01,2,"191535677,441695030"
19194468,2024-10-01,1,261186115
32888358,2024-09-01,2,"364530707,504336273"
36683442,2025-06-01,1,375826316
39630135,2025-06-01,1,496130152
31821799,2025-07-01,1,442872217
12184015,2025-04-01,2,"83401676,83401676"
2868580,2025-04-01,1,45308180
12184015,2024-11-01,1,227089848
906958,2024-10-01,1,402025706
906958,2024-11-01,1,221480355
12184015,2025-06-01,1,269089535
2868580,2024-12-01,1,220213018
41678881,2024-11-01,1,106013529
12184015,2025-01-01,1,290740256
2868580,2025-02-01,1,16488498
34107982,2024-10-01,1,158044065
39630135,2024-12-01,1,24768271
31821799,2025-03-01,1,232471179
39630135,2024-11-01,2,"653471160,567875862"
31821799,2025-04-01,2,"232471179,232471179"
2868580,2025-08-01,1,10022069
12184015,2025-07-01,1,179932781
31821799,2025-05-01,1,32636378
2868580,2024-09-01,1,33701429
12184015,2025-03-01,1,282036121
31821799,2025-01-01,1,181545032
906958,2025-03-01,2,"46033486,46033486"
39630135,2025-01-01,1,32907812
34107982,2025-07-01,2,"341366345,704594810"
40993682,2024-11-01,1,289291547
40993682,2024-12-01,1,337781544
10345396,2025-02-01,3,"383394941,32667409,145659779"
5234165,2025-04-01,1,685471217
5234165,2024-09-01,1,402781827
40484073,2024-09-01,1,136465918
40993682,2025-01-01,1,14049641
10345396,2025-06-01,2,"81473558,425311665"
5234165,2025-05-01,1,398405385
10345396,2025-03-01,1,194482451
40484073,2025-01-01,2,"348631356,66878252"
40484073,2025-06-01,1,160173971
10345396,2025-04-01,3,"395733738,32667409,278239170"
40993682,2025-03-01,1,189785421
40993682,2024-10-01,1,189785421
40484073,2025-03-01,1,568954723
10345396,2025-05-01,3,"32667409,483407257,30628927"
40484073,2024-12-01,2,"123168446,81407431"
5234165,2025-02-01,1,674095659
19421984,2025-03-01,2,"120344695,1667614"
12498542,2025-02-01,1,149366775
19421984,2025-02-01,3,"14132301,75182017,188688267"
40550579,2024-10-01,1,392943003
41147149,2025-04-01,2,"254367542,292569943"
29209289,2024-09-01,4,"46610920,476066487,209067679,197259887"
19421984,2025-01-01,1,7035867
29209289,2024-10-01,1,18926766
12498542,2025-05-01,1,451880296
41818959,2024-09-01,1,7311363
19421984,2025-05-01,1,486620005
19421984,2025-08-01,2,"161875796,53437316"
32379617,2025-05-01,1,21752482
41147149,2025-05-01,1,458139738
32379617,2025-01-01,1,571207143
19421984,2025-07-01,1,486620005
33014703,2025-01-01,1,144800150
12498542,2025-06-01,1,673247129
37726876,2024-12-01,1,60072950
19421984,2024-10-01,2,"8836472,108486215"
41147149,2024-10-01,1,563355113
29209289,2024-12-01,1,368055092
40550579,2024-11-01,1,373625100
19421984,2024-09-01,2,"374299081,26020710"
19421984,2024-11-01,1,63514956
20969232,2025-05-01,1,65940010
20617766,2025-05-01,1,151199801
10938932,2025-05-01,4,"538519594,150600048,240033613,150600048"
10938932,2025-01-01,3,"22468141,70789966,274074250"
20617766,2024-10-01,1,53107771
5010006,2025-01-01,1,487946548
3669802,2024-10-01,5,"37536981,26409325,45798513,147630016,147630016"
20969232,2025-04-01,1,493316874
20617766,2024-11-01,1,47929860
3669802,2025-04-01,2,"314729896,667226193"
15262263,2025-03-01,2,"671023709,673896545"
15262263,2024-12-01,5,"256697419,666209574,26205151,491970399,558225858"
5010006,2024-12-01,1,223391885
5010006,2025-05-01,1,223391885
40476203,2024-10-01,1,182045244
20969232,2025-01-01,1,254191017
15262263,2025-04-01,1,162459395
3669802,2025-06-01,2,"231932030,461667691"
5010006,2024-11-01,2,"454398796,535491155"
10938932,2025-02-01,1,99067267
10938932,2025-08-01,2,"487823935,220403264"
15262263,2024-11-01,2,"445377791,422374264"
3669802,2024-12-01,1,5868108
10938932,2025-04-01,3,"351469386,688725411,289046687"
20617766,2025-03-01,1,559856116
40476203,2025-05-01,2,"28443594,78873586"
10938932,2024-09-01,1,6629852
3669802,2025-03-01,6,"72884849,75177265,409604533,503908724,683439178,102817305"
3669802,2025-07-01,1,383019632
10938932,2025-06-01,2,"40732767,697998771"
10938932,2024-12-01,2,"563710294,469840386"
20969232,2024-11-01,1,65940010
10938932,2025-07-01,2,"448260262,673514325"
20969232,2025-06-01,2,"65940010,65940010"
3669802,2024-09-01,1,120189953
40476203,2025-04-01,3,"403289904,915664,158024886"
15262263,2024-09-01,2,"378942351,335757941"
3669802,2025-05-01,3,"5868108,308204676,264004861"
10938932,2024-11-01,5,"438269672,658761753,660947067,157112877,394237912"
20617766,2025-02-01,1,546887793
40476203,2025-02-01,2,"141298392,33998429"
15262263,2024-10-01,2,"63498977,427179497"
20617766,2024-09-01,1,288838012
36372244,2024-09-01,1,416994771
15262263,2025-01-01,1,255914455
10938932,2025-03-01,2,"150600048,150600048"
33068974,2025-05-01,1,216675029
37856904,2024-11-01,1,73770338
41491894,2024-12-01,2,"152453510,225229991"
39220382,2025-06-01,1,134589323
39220382,2025-01-01,2,"181634980,366958430"
39220382,2024-09-01,1,551230589
37856904,2024-12-01,2,"860731,13996316"
37856904,2024-09-01,2,"31923393,14112271"
33068974,2024-11-01,1,223032724
37707710,2024-11-01,1,340592936
39220382,2025-02-01,1,597834224
37856904,2025-01-01,1,8989508
38653066,2024-10-01,1,80534451
39220382,2025-07-01,1,471871950
41491894,2025-01-01,1,539532929
13176448,2025-03-01,3,"69926604,52462528,683943660"
15764527,2025-04-01,1,316630913
33036710,2024-09-01,1,380310567
13176448,2024-11-01,5,"346463424,388510067,580028487,408637570,570078051"
26312473,2024-09-01,1,102006167
13176448,2024-12-01,1,87857128
39429111,2025-02-01,1,148952548
26312473,2024-12-01,1,7648716
15764527,2024-12-01,1,38944760
33036710,2025-07-01,1,184467615
33027289,2024-11-01,2,"223032724,223032724"
39429111,2024-10-01,1,202565587
15764527,2025-07-01,1,296286824
2498391,2024-09-01,1,19830114
40168873,2024-10-01,1,49600646
13176448,2025-04-01,2,"380583737,337479567"
40168873,2025-02-01,1,32420983
26312473,2025-01-01,1,133002522
33027289,2024-12-01,1,170192026
16432494,2025-05-01,1,12841480
26312473,2025-04-01,1,28854899
16432494,2024-11-01,1,45047730
40168873,2024-09-01,3,"399518702,15290939,416373173"
15764527,2025-05-01,1,480374896
39429111,2025-07-01,1,514500744
33036710,2025-04-01,1,40732767
15764527,2025-01-01,2,"429639144,389180680"
15764527,2025-03-01,1,556731640
33036710,2024-11-01,1,142953287
40168873,2024-11-01,1,215327544
39429111,2025-01-01,1,95508535
40168873,2025-01-01,1,77652204
33027289,2024-10-01,3,"277069702,448351208,569635942"
15764527,2025-06-01,1,142204769
16432494,2025-01-01,1,22061979
33036710,2025-01-01,1,485653848
40168873,2025-06-01,1,691146806
26312473,2024-11-01,1,65326457
33300588,2025-05-01,7,"246499191,12638129,24428144,80189978,18984591,103657770,412209243"
3956790,2025-06-01,1,702988182
41035711,2024-09-01,2,"8167075,314193021"
3956790,2024-11-01,2,"243050125,243050125"
33300588,2025-04-01,2,"394558139,457071109"
23573474,2025-04-01,1,209893531
33300588,2024-11-01,3,"351157382,75732125,109084177"
28622122,2025-02-01,1,451313455
20066038,2025-05-01,1,36255846
23573474,2024-10-01,1,10444636
34696342,2024-12-01,1,428095290
41035711,2025-04-01,2,"383351180,109084177"
33300588,2025-01-01,5,"77654348,17326358,47780201,413149222,241863649"
23573474,2024-12-01,1,12836966
28622122,2025-04-01,1,669920339
32515903,2025-03-01,3,"190300361,135020886,70709043"
28111152,2025-05-01,1,696177795
41035711,2025-01-01,6,"81533035,64732188,425350726,598504762,201238995,371022565"
28622122,2024-12-01,2,"408335013,199114259"
41035711,2025-03-01,4,"313452,541903904,483891803,317113294"
33300588,2025-07-01,4,"115922256,175793306,175793306,456780804"
32515903,2025-05-01,3,"297494477,235423087,131310506"
32515903,2025-02-01,3,"108465501,503033379,176006397"
41035711,2025-05-01,1,438199293
28622122,2025-06-01,1,295122261
33300588,2024-12-01,3,"566911748,157128024,2283204"
32515903,2024-10-01,4,"571581498,9121895,563860569,571581498"
11976359,2025-01-01,1,122311046
33300588,2025-06-01,6,"22350221,179969319,273332018,63288041,671357825,104430905"
33300588,2024-10-01,6,"7507950,384910139,159090346,309914087,259630885,117934407"
32515903,2024-12-01,2,"46847836,14253576"
28622122,2025-07-01,1,460140271
28622122,2025-01-01,2,"72244323,408335013"
33300588,2025-03-01,6,"387606348,347061006,574990011,675129073,39692638,209963387"
28111152,2025-04-01,3,"67286762,65343122,434791307"
33300588,2024-09-01,5,"462696817,8354525,102169236,36545583,116483819"
41071183,2025-05-01,1,56260738
28111152,2025-03-01,1,669920339
23573474,2025-06-01,1,694752668
41035711,2025-06-01,2,"241140952,694439117"
41035711,2025-02-01,3,"20859474,16800572,73043488"
20066038,2025-01-01,1,311070749
28111152,2025-07-01,1,216096394
3956790,2025-04-01,1,316630913
28111152,2025-06-01,2,"88250724,421844251"
25086694,2025-02-01,1,13664803
23573474,2025-07-01,2,"10444636,10444636"
32515903,2025-07-01,1,131310506
25086694,2024-12-01,1,422261829
28622122,2024-09-01,2,"346370166,585598628"
3956790,2024-10-01,1,243050125
32515903,2025-04-01,1,396192115
33300588,2025-08-01,1,39692638
41035711,2024-12-01,4,"454698643,209898,1546393,442911939"
41071183,2025-01-01,1,382011770
22710436,2025-07-01,1,132200076
22710436,2025-03-01,1,5303017
22710436,2024-12-01,1,245871
20450514,2025-04-01,2,"53464764,53464764"
20450514,2025-08-01,1,14328255
20450514,2025-07-01,2,"6233029,223191090"
20450514,2024-09-01,1,53107771
22710436,2025-04-01,1,198900840
22710436,2025-06-01,1,5303017
33034007,2025-06-01,2,"216057622,518930792"
22710436,2024-09-01,3,"460014733,388179264,424647699"
41725548,2024-12-01,1,93613446
16668617,2025-01-01,2,"213746339,18016582"
16668617,2025-02-01,2,"379976618,680693069"
41725548,2025-07-01,2,"361890720,90630980"
33162454,2025-06-01,1,662498165
41725548,2025-05-01,2,"488732750,139078484"
41725548,2024-11-01,1,57411374
16668617,2025-03-01,1,111636655
30308601,2024-12-01,1,418424708
16668617,2024-12-01,1,188746056
33162454,2024-09-01,1,510207613
33162454,2024-12-01,1,433823846
41725548,2024-10-01,1,362157379
20911493,2025-02-01,1,34291333
3614505,2024-10-01,1,565566076
3614505,2024-12-01,1,30059397
16668617,2025-06-01,1,161024851
1237886,2024-10-01,1,190789
33162454,2024-11-01,2,"663302455,664230222"
30308601,2024-11-01,1,656304520
33162454,2025-01-01,1,391653714
30308601,2024-09-01,2,"439574787,487403322"
41725548,2025-06-01,2,"164601036,866978"
16668617,2025-05-01,1,127215811
33162454,2025-03-01,2,"279985030,491797759"
41725548,2025-01-01,2,"151955776,478849747"
33162454,2025-05-01,1,398414248
41725548,2025-02-01,2,"83494741,43445860"
30308601,2024-10-01,2,"313098566,467329639"
16668617,2025-04-01,1,462216623
39643823,2024-09-01,1,245276048
34012509,2024-12-01,2,"413672227,413672227"
33027529,2025-06-01,2,"155249919,155249919"
34012509,2024-11-01,1,239594727
34012509,2025-02-01,3,"9093177,38661055,38661055"
33204777,2025-01-01,1,661880190
33204777,2024-10-01,1,429779577
24867273,2025-07-01,1,138570482
34012509,2024-09-01,1,185357521
33204777,2024-09-01,1,453647734
28650254,2025-01-01,1,401555446
33036430,2024-12-01,3,"667715625,402781827,402781827"
33027529,2024-12-01,1,598504341
28650254,2025-02-01,1,44007988
28650254,2025-03-01,1,669920339
24867273,2025-03-01,2,"18910053,176021920"
36695083,2024-12-01,1,483780536
33204777,2025-03-01,1,68520497
24867273,2024-12-01,1,450413361
39643823,2025-03-01,1,135020886
28650254,2024-12-01,1,419721001
33027529,2025-05-01,1,155249919
28650254,2024-11-01,1,42501913
24867273,2025-02-01,1,27533536
28650254,2025-06-01,1,689260027
33036430,2025-01-01,1,545985085
33204777,2024-11-01,1,490507674
34012509,2025-01-01,1,317765928
33035092,2024-11-01,1,17591817
28650254,2024-09-01,1,574810252
24867273,2024-09-01,1,294424
33204777,2025-02-01,1,453647734
39643823,2024-12-01,2,"598417068,233565326"
28650254,2024-10-01,1,111714413
41076217,2024-11-01,1,380583737
39644624,2024-10-01,2,"5709480,150227085"
41076217,2025-05-01,1,17514431
39644624,2024-11-01,1,22474632
21059385,2025-02-01,1,411491227
18401756,2025-01-01,2,"119259336,188855443"
30000766,2025-04-01,2,"64189620,406382004"
37867784,2025-01-01,1,442911939
36383129,2025-07-01,1,103244158
29875197,2025-07-01,1,472997605
18401756,2024-09-01,4,"21042247,401831065,14124758,8031160"
36383129,2024-10-01,2,"17965386,4200440"
38472842,2024-09-01,1,496161121
38472842,2024-10-01,1,586824898
21059385,2024-10-01,1,249865277
39644624,2025-08-01,2,"232409980,171234597"
29875197,2024-09-01,1,225759746
18401756,2024-11-01,2,"380416046,225176994"
41076217,2025-08-01,1,709538735
36383129,2025-05-01,1,194977510
21130967,2025-01-01,1,22840071
18401756,2025-06-01,1,48139293
36383129,2024-09-01,1,596522354
33037601,2025-04-01,1,684556957
36383129,2025-01-01,1,19110282
39644624,2025-03-01,1,543762862
40779996,2024-12-01,1,320692056
39644624,2025-01-01,3,"369117034,277450157,491019330"
37867784,2024-12-01,1,410442609
21059385,2025-01-01,1,419406538
39644624,2024-12-01,2,"233565326,30454623"
21130967,2025-02-01,2,"374762801,159306757"
40779996,2024-10-01,1,6542295
37580790,2024-12-01,1,16475655
41076217,2024-12-01,1,399222444
38472842,2024-11-01,1,424525979
39644624,2025-07-01,2,"700013028,23000704"
29875197,2024-12-01,1,99578702
21130967,2024-10-01,2,"3774928,93267453"
40779996,2025-04-01,1,189226385
41076217,2024-09-01,1,54386205
18401756,2024-10-01,4,"25793877,508062506,462317136,136239738"
21130967,2024-12-01,4,"334649279,524262900,155073909,62949178"
33037601,2025-05-01,1,81871565
29875197,2024-10-01,1,655557388
18401756,2025-02-01,3,"356480779,18823054,57935262"
38472842,2024-12-01,4,"567478757,498998812,519020491,4584108"
40779996,2025-03-01,2,"26135393,111685039"
29875197,2025-01-01,3,"581111748,120260835,369150294"
18401756,2025-04-01,2,"434104851,364828001"
39644624,2025-06-01,1,8366423
39644624,2024-09-01,1,597451823
40779996,2025-02-01,2,"21054622,81077774"
33037601,2024-12-01,3,"93501094,661249050,45303329"
30000766,2024-09-01,1,365240256
38472842,2025-01-01,3,"58833110,423399411,276332423"
18401756,2025-07-01,1,47999490
18401756,2025-05-01,2,"20797178,16199854"
39644624,2025-05-01,1,103419170
18401756,2025-03-01,6,"12387696,12327206,542071970,680952368,368917319,212931020"
19388395,2025-05-01,1,57979770
19388395,2025-02-01,1,322200769
37891823,2025-01-01,1,546422153
37506501,2025-02-01,1,490720251
38772875,2024-09-01,2,"8031160,323586191"
37506501,2025-01-01,3,"37536578,1765528,267789208"
38772875,2025-01-01,4,"27636443,23569147,176175863,399238350"
38772875,2025-03-01,5,"13556566,368917319,542071970,454256329,228803951"
37891823,2025-06-01,1,499126781
33037287,2025-06-01,4,"380310567,216057622,263409752,703810421"
33037287,2024-12-01,1,381839996
33037287,2025-04-01,4,"520723062,110867885,317770377,690765224"
33037287,2024-11-01,1,121232154
13169878,2024-09-01,1,530823953
37506501,2024-12-01,1,232969798
37506501,2024-10-01,1,129855970
33037287,2025-07-01,2,"174346114,91038122"
33037287,2025-01-01,1,659076568
19388395,2025-03-01,3,"135653322,352247214,22995623"
37506501,2024-09-01,1,51649831
33037287,2024-09-01,2,"468540633,475491181"
38772875,2024-12-01,1,7167992
33037287,2025-05-01,4,"505706456,659555006,294298681,696922708"
38772875,2025-02-01,1,66084210
33037287,2025-03-01,1,554986467
37506501,2024-11-01,2,"441194117,129929502"
40942179,2024-09-01,1,181840381
28029278,2025-05-01,4,"214968640,87903704,57034255,484979135"
28029278,2025-06-01,3,"50306805,398272980,3272892"
28029278,2024-09-01,1,67125544
40942179,2025-01-01,2,"494609379,162944737"
28029278,2025-01-01,2,"570058445,671836952"
28029278,2024-10-01,2,"162632495,241144433"
28029278,2024-12-01,1,268893932
28029278,2025-02-01,3,"267789208,23844430,269642168"
28029278,2025-03-01,1,30643594
28029278,2024-11-01,2,"241144433,598667083"
2486516,2025-07-01,2,"113983617,63628207"
2486516,2024-09-01,3,"5841418,416329854,87779135"
19883665,2024-12-01,1,549817794
19883665,2025-05-01,2,"70241539,9073390"
38694004,2025-03-01,3,"246235433,668718379,29999892"
2486516,2025-02-01,4,"6741765,11161873,23441335,62457985"
38694004,2025-01-01,6,"319762367,538927075,545869855,672706072,22417840,540310720"
2486516,2025-05-01,1,71389902
38694004,2024-12-01,7,"324750418,307832526,136925550,545869855,269262093,550225182,669236367"
2486516,2025-01-01,1,557665789
2486516,2024-12-01,2,"21238224,21238224"
38694004,2025-07-01,3,"442512269,591792289,699074182"
38694004,2024-11-01,2,"496807199,85499399"
38694004,2025-05-01,1,463090328
38694004,2024-09-01,3,"475814386,192405227,550164174"
38694004,2024-10-01,2,"340180689,403202581"
38694004,2025-04-01,3,"689136777,250664847,305196288"
38694004,2025-02-01,4,"522185484,574655131,51007029,503780523"
38694004,2025-06-01,5,"450327571,367327341,416957785,210477662,513911090"
19883665,2024-09-01,1,545922134
38694004,2025-08-01,2,"312808920,708633445"
7930168,2024-12-01,3,"482483281,84803652,477377052"
38531404,2025-02-01,1,107919025
9803388,2025-01-01,1,34775607
29677400,2024-12-01,1,480661153
28835961,2024-10-01,1,657886824
29677400,2025-06-01,2,"269450379,480638380"
7930168,2025-04-01,1,286145055
9803388,2024-12-01,1,115617492
7930168,2024-10-01,1,1144195
28835961,2024-12-01,2,"69817989,141595852"
28835961,2025-03-01,1,32309132
7930168,2025-06-01,1,362999557
28835961,2025-02-01,3,"30167486,546909702,67649072"
29677400,2025-07-01,2,"541883830,703405914"
28835961,2025-07-01,1,693633640
7930168,2025-05-01,1,130720130
7930168,2025-01-01,2,"74523189,74523189"
9803388,2025-04-01,1,144095835
28835961,2024-09-01,1,593086443
28835961,2025-04-01,2,"41691451,14328255"
9803388,2025-05-01,1,46441191
9803388,2024-11-01,1,564568637
40919922,2024-09-01,1,382151378
40919922,2025-05-01,1,148733057
7930168,2024-11-01,1,124217233
38531404,2025-01-01,1,112813629
28835961,2025-08-01,1,301649422
28835961,2025-05-01,1,29007427
28835961,2025-01-01,2,"220091604,430630911"
39290226,2025-01-01,3,"304362705,333705829,391653714"
38693256,2024-09-01,2,"101080691,177906170"
28235106,2025-08-01,2,"2416445,151348773"
34539707,2024-12-01,3,"90384759,566686953,655244775"
34539707,2025-05-01,3,"133719949,681106977,427689771"
21011237,2025-07-01,1,162159384
38693256,2025-06-01,2,"134847842,13556266"
21011237,2025-06-01,1,512642914
38693256,2025-03-01,4,"15801731,2714178,2546894,684030336"
34539707,2025-01-01,3,"464531814,329286579,486927721"
38693256,2025-01-01,1,118129789
13453034,2024-11-01,1,100933126
13453034,2025-05-01,1,160363720
19062863,2025-06-01,1,698379288
39290226,2025-02-01,4,"399605011,677286057,323516860,216966589"
21011237,2025-01-01,1,225009551
19062863,2025-07-01,2,"36360032,106440037"
34539707,2025-03-01,3,"85039667,390642310,451720912"
13453034,2024-09-01,2,"438191566,598417068"
28235106,2024-12-01,3,"81348386,476619394,81348386"
28235106,2024-10-01,4,"326385391,29865942,452302854,134033567"
38693256,2025-07-01,2,"21383754,52300900"
28235106,2024-09-01,1,375010547
19062863,2025-05-01,1,17134324
34539707,2025-04-01,1,236378723
28235106,2025-03-01,1,107205942
34539707,2025-06-01,1,64826006
34539707,2024-11-01,2,"658636259,103306721"
19062863,2025-02-01,2,"490916355,486620005"
34539707,2025-02-01,2,"131743985,329286579"
39290226,2024-11-01,1,258440210
19062863,2025-03-01,2,"424612469,15100704"
38693256,2025-02-01,2,"401079901,18239387"
38693256,2025-04-01,3,"47916287,73071287,177906170"
13453034,2025-03-01,1,12933466
13453034,2024-12-01,1,21443423
39290226,2024-10-01,2,"135349052,277424410"
